customer_id,Recency,Frequency,Monetary,Customer_Segment
923,1080,1,6097.85,Loyal
924,893,1,809.7,New
925,1022,1,499.94,New
926,1005,1,1028.79,New
927,801,1,1755.73,New
928,943,1,1499.71,New
929,1036,1,5670.43,Loyal
930,481,1,1621.53,New
931,369,1,4783.44,Loyal
932,807,1,2088.86,New
933,932,1,1888.65,New
934,454,1,8499.810000000001,At Risk
935,397,1,2183.58,New
936,470,1,2782.67,New
937,334,1,4659.6900000000005,Loyal
938,297,1,2269.77,New
939,671,1,2513.39,New
940,625,1,2103.64,New
941,894,1,3310.53,New
942,770,1,1599.85,New
943,966,1,809.7,New
944,842,1,2148.83,New
945,471,1,5159.5599999999995,Loyal
946,660,1,4405.73,Loyal
947,383,1,1139.87,New
948,625,1,7229.61,Loyal
949,712,1,1359.74,New
950,400,1,4179.79,New
951,990,1,3809.48,New
952,751,1,4920.76,Loyal
953,663,1,2950.42,New
954,863,1,3599.71,New
955,356,1,4499.93,Loyal
956,945,1,1218.6100000000001,New
957,572,1,983.7199999999999,New
958,691,1,6452.25,Loyal
959,773,1,9529.68,At Risk
960,441,1,8929.52,At Risk
961,881,1,5890.55,Loyal
962,678,1,1967.85,New
963,883,1,6968.57,Loyal
964,823,1,539.91,New
965,1060,1,5739.37,Loyal
966,578,1,5471.7,Loyal
967,386,1,2452.75,New
968,657,1,1499.92,New
969,678,1,489.79,New
970,354,1,4999.89,Loyal
971,588,1,16859.48,At Risk
972,288,1,7179.59,Loyal
973,733,1,5170.57,Loyal
974,609,1,1303.82,New
975,719,1,4809.43,Loyal
976,697,1,17996.52,At Risk
977,809,1,3567.67,New
978,466,1,1182.78,New
979,1067,1,3418.4700000000003,New
980,393,1,1573.77,New
981,868,1,1099.91,New
982,289,1,3279.6400000000003,New
983,330,1,10910.3,At Risk
984,817,1,6968.39,Loyal
985,716,1,8731.28,At Risk
986,801,1,5060.5,Loyal
987,315,1,3359.37,New
988,827,1,2639.7200000000003,New
989,766,1,5829.42,Loyal
990,753,1,8891.5,At Risk
991,1031,1,8937.43,At Risk
992,646,1,1199.86,New
993,631,1,419.88,New
994,873,1,3720.7000000000003,New
995,867,1,5407.42,Loyal
996,1055,1,549.89,New
997,828,1,12080.65,At Risk
998,415,1,6209.450000000001,Loyal
999,297,1,6957.78,Loyal
1000,627,1,2381.47,New
1001,852,1,4131.76,New
1002,429,1,1333.75,New
1003,497,1,3941.81,New
1004,879,1,299.92,New
1005,305,1,20679.55,At Risk
1006,464,1,7396.5199999999995,Loyal
1007,331,1,19419.7,At Risk
1008,342,1,939.8800000000001,New
1009,483,1,349.89,New
1010,344,1,11279.48,At Risk
1011,878,1,1139.8,New
1012,1064,1,7762.47,Loyal
1013,334,1,1389.6999999999998,New
1014,393,1,5999.93,Loyal
1015,650,1,7349.8,Loyal
1016,347,1,2059.67,New
1017,425,1,1449.85,New
1018,654,1,12833.59,At Risk
1019,897,1,12860.55,At Risk
1020,585,1,15355.36,At Risk
1021,370,1,6456.57,Loyal
1022,442,1,489.89,New
1023,477,1,22999.42,At Risk
1024,600,1,7720.53,Loyal
1025,564,1,1159.58,New
1026,361,1,8819.46,At Risk
1027,369,1,2365.7400000000002,New
1028,828,1,4399.51,Loyal
1029,284,1,3019.69,New
1030,886,1,3449.68,New
1031,451,1,9653.3,At Risk
1032,750,1,3449.81,New
1033,390,1,3223.6099999999997,New
1034,995,1,10638.6,At Risk
1035,1078,1,1329.72,New
1036,479,1,875.79,New
1037,349,1,20997.29,At Risk
1038,594,1,2139.66,New
1039,841,1,2911.57,New
1040,731,1,7379.290000000001,Loyal
1041,420,1,6809.5,Loyal
1042,876,1,5977.62,Loyal
1043,303,1,7973.71,Loyal
1044,290,1,1119.91,New
1045,934,1,2327.7200000000003,New
1046,603,1,2543.43,New
1047,1062,1,2069.66,New
1048,812,1,7599.639999999999,Loyal
1049,1015,1,3241.85,New
1050,465,1,533.89,New
1051,711,1,10999.66,At Risk
1052,317,1,9119.34,At Risk
1053,307,1,1349.82,New
1054,868,1,4369.59,Loyal
1055,827,1,2999.94,New
1056,796,1,4991.52,Loyal
1057,642,1,6309.55,Loyal
1058,769,1,3429.58,New
1059,622,1,3519.57,New
1060,392,1,8432.810000000001,At Risk
1061,827,1,1157.85,New
1062,838,1,5468.37,Loyal
1063,464,1,14933.58,At Risk
1064,531,1,1139.83,New
1065,442,1,501.91,New
1066,351,1,4719.5,Loyal
1067,454,1,4631.59,Loyal
1068,580,1,3609.53,New
1069,1042,1,9148.7,At Risk
1070,532,1,13806.5,At Risk
1071,849,1,3806.43,New
1072,666,1,4635.51,Loyal
1073,744,1,1199.91,New
1074,972,1,1139.84,New
1075,1056,1,2897.7200000000003,New
1076,463,1,1799.89,New
1077,514,1,897.8,New
1078,1026,1,5611.280000000001,Loyal
1079,992,1,899.71,New
1080,860,1,3868.52,New
1081,693,1,9241.38,At Risk
1082,946,1,3999.79,New
1083,361,1,4259.5,New
1084,341,1,9197.65,At Risk
1085,834,1,6148.82,Loyal
1086,497,1,13722.34,At Risk
1087,461,1,2633.46,New
1088,378,1,4607.45,Loyal
1089,821,1,7559.58,Loyal
1090,440,1,13679.68,At Risk
1091,429,1,5320.3,Loyal
1092,552,1,941.78,New
1093,722,1,3803.46,New
1094,1036,1,899.8299999999999,New
1095,1067,1,448.95,New
1096,794,1,4599.63,Loyal
1097,694,1,4635.42,Loyal
1098,406,1,1111.58,New
1099,404,1,1099.81,New
1100,478,1,20399.48,At Risk
1101,282,1,4489.43,Loyal
1102,970,1,4355.55,New
1103,747,1,14349.55,At Risk
1104,662,1,2539.82,New
1105,641,1,3012.7000000000003,New
1106,497,1,1751.88,New
1107,419,1,2039.79,New
1108,781,1,3219.4,New
1109,447,1,1861.59,New
1110,884,1,1329.8200000000002,New
1111,445,1,189.89,New
1112,887,1,6199.65,Loyal
1113,669,1,4829.22,Loyal
1114,438,1,2239.57,New
1115,531,1,4140.28,New
1116,296,1,1319.78,New
1117,402,1,2050.78,New
1118,336,1,9296.550000000001,At Risk
1119,734,1,7048.63,Loyal
1120,441,1,7949.4800000000005,Loyal
1121,751,1,2657.7200000000003,New
1122,358,1,7369.55,Loyal
1123,551,1,2799.64,New
1124,1008,1,3599.93,New
1125,709,1,8149.4,At Risk
1126,324,1,7429.63,Loyal
1127,982,1,3369.7799999999997,New
1128,488,1,2859.62,New
1129,714,1,4941.599999999999,Loyal
1130,911,1,539.91,New
1131,283,1,15549.619999999999,At Risk
1132,473,1,17309.4,At Risk
1133,623,1,4499.799999999999,Loyal
1134,509,1,6230.59,Loyal
1135,277,1,6779.56,Loyal
1136,405,1,12227.6,At Risk
1137,689,1,7577.65,Loyal
1138,677,1,11509.640000000001,At Risk
1139,618,1,1209.73,New
1140,966,1,3048.84,New
1141,895,1,4539.6,Loyal
1142,293,1,249.92,New
1143,663,1,1347.8400000000001,New
1144,787,1,6839.73,Loyal
1145,545,1,3500.5200000000004,New
1146,829,1,539.93,New
1147,994,1,5471.49,Loyal
1148,639,1,9609.18,At Risk
1149,1078,1,6669.6,Loyal
1150,443,1,7739.5599999999995,Loyal
1151,849,1,7599.700000000001,Loyal
1152,660,1,7146.219999999999,Loyal
1153,718,1,4919.620000000001,Loyal
1154,288,1,4007.69,New
1155,427,1,1649.87,New
1156,862,1,3961.87,New
1157,736,1,857.93,New
1158,550,1,7539.44,Loyal
1159,742,1,7447.75,Loyal
1160,494,1,3625.48,New
1161,344,1,9239.7,At Risk
1162,686,1,7579.76,Loyal
1163,734,1,4990.51,Loyal
1164,637,1,5599.67,Loyal
1165,1034,1,10139.2,At Risk
1166,411,1,269.89,New
1167,954,1,3361.91,New
1168,946,1,999.79,New
1169,777,1,5621.42,Loyal
1170,414,1,1273.87,New
1171,313,1,15889.57,At Risk
1172,306,1,7127.29,Loyal
1173,1059,1,2329.5,New
1174,1043,1,6248.860000000001,Loyal
1175,1082,1,4620.4800000000005,Loyal
1176,299,1,559.93,New
1177,611,1,4039.7,New
1178,467,1,4223.84,New
1179,961,1,2319.7400000000002,New
1180,419,1,1859.85,New
1181,633,1,2696.4300000000003,New
1182,1047,1,2315.51,New
1183,457,1,2853.67,New
1184,560,1,3745.21,New
1185,1056,1,3239.32,New
1186,331,1,1320.92,New
1187,319,1,2179.71,New
1188,407,1,3937.6200000000003,New
1189,877,1,3769.81,New
1190,551,1,5509.39,Loyal
1191,430,1,3639.85,New
1192,1013,1,9999.71,At Risk
1193,887,1,2239.69,New
1194,1035,1,2008.3899999999999,New
1195,595,1,12659.82,At Risk
1196,689,1,4999.89,Loyal
1197,415,1,3182.49,New
1198,822,1,1939.76,New
1199,720,1,16509.61,At Risk
1200,993,1,6547.56,Loyal
1201,664,1,11284.279999999999,At Risk
1202,848,1,4978.71,Loyal
1203,637,1,4333.28,New
1204,1090,1,1469.8500000000001,New
1205,907,1,12110.44,At Risk
1206,600,1,7471.2699999999995,Loyal
1207,422,1,551.94,New
1208,749,1,3669.43,New
1209,755,1,5148.59,Loyal
1210,501,1,3082.45,New
1211,753,1,3699.7400000000002,New
1212,1093,1,1799.85,New
1213,471,1,6359.6,Loyal
1214,348,1,22299.68,At Risk
1215,627,1,6269.530000000001,Loyal
1216,379,1,3231.54,New
1217,839,1,2447.31,New
1218,960,1,3361.91,New
1219,755,1,4076.45,New
1220,1066,1,6609.629999999999,Loyal
1221,454,1,1099.88,New
1222,638,1,1667.56,New
1223,1045,1,4361.66,Loyal
1224,572,1,26913.53,At Risk
1225,512,1,11439.43,At Risk
1226,429,1,2273.2799999999997,New
1227,924,1,8428.64,At Risk
1228,785,1,539.93,New
1229,516,1,3003.46,New
1230,611,1,7629.639999999999,Loyal
1231,298,1,2596.25,New
1232,753,1,2037.75,New
1233,692,1,5508.42,Loyal
1234,1065,1,2269.53,New
1235,510,1,5999.8,Loyal
1236,398,1,10270.46,At Risk
1237,1033,1,14761.25,At Risk
1238,1074,1,9361.71,At Risk
1239,294,1,639.86,New
1240,309,1,6629.599999999999,Loyal
1241,1059,1,1199.91,New
1242,692,1,5249.719999999999,Loyal
1243,893,1,1739.79,New
1244,456,1,6249.64,Loyal
1245,908,1,8461.46,At Risk
1246,684,1,4481.639999999999,Loyal
1247,975,1,6717.59,Loyal
1248,775,1,7548.780000000001,Loyal
1249,714,1,8411.390000000001,At Risk
1250,1079,1,2247.77,New
1251,635,1,2727.36,New
1252,886,1,3348.89,New
1253,1054,1,1599.6299999999999,New
1254,323,1,6019.49,Loyal
1255,1028,1,1009.8,New
1256,330,1,1709.6599999999999,New
1257,954,1,6781.47,Loyal
1258,351,1,14801.550000000001,At Risk
1259,1073,1,5699.7,Loyal
1260,492,1,6298.73,Loyal
1261,821,1,10046.67,At Risk
1262,454,1,4469.68,Loyal
1263,896,1,4680.68,Loyal
1264,1011,1,2899.3,New
1265,847,1,3860.4199999999996,New
1266,552,1,2699.8,New
1267,940,1,3361.91,New
1268,397,1,6199.62,Loyal
1269,475,1,4512.47,Loyal
1270,509,1,699.88,New
1271,688,1,3159.6099999999997,New
1272,762,1,2999.89,New
1273,520,1,6076.14,Loyal
1274,861,1,9469.63,At Risk
1275,766,1,2869.8900000000003,New
1276,559,1,6799.68,Loyal
1277,430,1,759.91,New
1278,587,1,2459.55,New
1279,280,1,10432.439999999999,At Risk
1280,1076,1,5839.43,Loyal
1281,516,1,3149.86,New
1282,777,1,2946.0699999999997,New
1283,517,1,349.79,New
1284,385,1,11999.82,At Risk
1285,866,1,3097.93,New
1286,1003,1,549.89,New
1287,550,1,3670.25,New
1288,980,1,1199.78,New
1289,433,1,533.94,New
1290,424,1,9089.54,At Risk
1291,662,1,7051.7,Loyal
1292,386,1,1209.83,New
1293,592,1,1371.85,New
1294,369,1,1486.5,New
1295,852,1,6099.48,Loyal
1296,1069,1,4269.38,New
1297,862,1,539.91,New
1298,654,1,4699.530000000001,Loyal
1299,880,1,1997.81,New
1300,874,1,9639.54,At Risk
1301,922,1,5129.549999999999,Loyal
1302,724,1,7551.660000000001,Loyal
1303,326,1,5889.32,Loyal
1304,524,1,3231.57,New
1305,1059,1,1767.6,New
1306,755,1,3961.66,New
1307,878,1,8039.51,Loyal
1308,517,1,2899.56,New
1309,1038,1,1799.89,New
1310,276,1,6999.7,Loyal
1311,489,1,4294.49,New
1312,682,1,11209.720000000001,At Risk
1313,864,1,5548.82,Loyal
1314,937,1,7767.4800000000005,Loyal
1315,794,1,8488.72,At Risk
1316,575,1,7349.7,Loyal
1317,487,1,349.92,New
1318,752,1,1139.82,New
1319,634,1,5529.73,Loyal
1320,592,1,679.78,New
1321,1071,1,6320.64,Loyal
1322,933,1,5499.64,Loyal
1323,556,1,2592.4,New
1324,1091,1,4126.799999999999,New
1325,997,1,998.69,New
1326,1089,1,3539.6,New
1327,496,1,1999.78,New
1328,1037,1,5086.469999999999,Loyal
1329,411,1,4445.63,Loyal
1330,333,1,6239.84,Loyal
1331,810,1,2368.74,New
1332,623,1,13029.74,At Risk
1333,884,1,9120.58,At Risk
1334,791,1,6048.41,Loyal
1335,851,1,2860.77,New
1336,663,1,299.89,New
1337,892,1,849.81,New
1338,961,1,1920.73,New
1339,448,1,1777.7,New
1340,926,1,269.89,New
1341,925,1,8948.77,At Risk
1342,429,1,559.86,New
1343,653,1,1999.55,New
1344,460,1,3659.72,New
1345,531,1,1466.6,New
1346,619,1,3701.74,New
1347,466,1,7179.820000000001,Loyal
1348,1074,1,12377.54,At Risk
1349,826,1,10278.53,At Risk
1350,947,1,6779.33,Loyal
1351,948,1,2879.43,New
1352,689,1,3481.73,New
1353,789,1,4006.57,New
1354,1013,1,4789.61,Loyal
1355,864,1,2069.86,New
1356,919,1,1699.57,New
1357,881,1,599.93,New
1358,961,1,3979.51,New
1359,805,1,6897.74,Loyal
1360,953,1,8610.65,At Risk
1361,991,1,1437.6799999999998,New
1362,861,1,4999.5,Loyal
1363,651,1,2218.63,New
1364,396,1,1099.89,New
1365,1018,1,5999.93,Loyal
1366,975,1,1099.88,New
1367,408,1,2199.6400000000003,New
1368,958,1,10990.48,At Risk
1369,1025,1,718.69,New
1370,521,1,7999.91,Loyal
1371,832,1,1920.73,New
1372,496,1,7763.37,Loyal
1373,965,1,6748.38,Loyal
1374,798,1,9263.33,At Risk
1375,906,1,3497.49,New
1376,943,1,4898.46,Loyal
1377,847,1,1089.73,New
1378,805,1,5101.719999999999,Loyal
1379,460,1,3029.65,New
1380,850,1,2899.79,New
1381,806,1,2599.8100000000004,New
1382,490,1,17988.31,At Risk
1383,316,1,1583.7199999999998,New
1384,372,1,3033.47,New
1385,658,1,2277.54,New
1386,1051,1,1947.75,New
1387,878,1,1499.78,New
1388,398,1,3199.79,New
1389,533,1,1665.88,New
1390,559,1,5675.63,Loyal
1391,711,1,18259.690000000002,At Risk
1392,488,1,6549.82,Loyal
1393,351,1,1769.88,New
1394,485,1,3269.57,New
1395,624,1,5722.63,Loyal
1396,595,1,6299.879999999999,Loyal
1397,844,1,5378.43,Loyal
1398,736,1,8497.529999999999,At Risk
1399,679,1,2503.73,New
1400,900,1,3499.7300000000005,New
1401,384,1,2359.7200000000003,New
1402,614,1,999.79,New
1403,556,1,13287.670000000002,At Risk
1404,733,1,3258.64,New
1405,771,1,1799.8200000000002,New
1406,791,1,8389.66,At Risk
1407,566,1,2154.67,New
1408,401,1,5267.63,Loyal
1409,378,1,2280.61,New
1410,609,1,1993.5299999999997,New
1411,284,1,6120.28,Loyal
1412,438,1,1299.8700000000001,New
1413,1053,1,3409.62,New
1414,461,1,189.92,New
1415,538,1,11169.41,At Risk
1416,607,1,3499.92,New
1417,528,1,599.91,New
1418,533,1,4642.5,Loyal
1419,286,1,5499.79,Loyal
1420,963,1,1548.8100000000002,New
1421,451,1,19399.379999999997,At Risk
1422,442,1,7832.77,Loyal
1423,551,1,11886.65,At Risk
1424,483,1,8239.57,At Risk
1425,908,1,5799.78,Loyal
1426,555,1,7263.47,Loyal
1427,492,1,439.79,New
1428,893,1,749.89,New
1429,786,1,2248.69,New
1430,767,1,4320.71,New
1431,1026,1,1839.74,New
1432,558,1,2899.92,New
1433,347,1,4901.27,Loyal
1434,1067,1,1639.81,New
1435,951,1,9069.45,At Risk
1436,622,1,10155.3,At Risk
1437,853,1,3999.94,New
1438,574,1,14379.36,At Risk
1439,506,1,10749.310000000001,At Risk
1440,822,1,11218.300000000001,At Risk
1441,337,1,10497.61,At Risk
1442,517,1,7841.32,Loyal
1443,774,1,11237.59,At Risk
1444,739,1,1749.57,New
1445,297,1,9999.78,At Risk
